_id.dl_date,_id.dl_pt,_id.dl_cl,dl_count
32,"COD","100 bestbuy",5.0
32,"COD","Alix Retail",154.0
32,"COD","Aov Pet Products Pvt Ltd",1.0
32,"COD","Ashfordlab",5.0
32,"COD","Bagittoday",1.0
32,"COD","CREATIVE I",3.0
32,"COD","Coke2HomeMumbai",5.0
32,"COD","Coke2homeCHENNAI",8.0
32,"COD","Coke2homeHYDERABAD",11.0
32,"COD","DFS - Angel Point",2.0
32,"COD","DFS - DIWALIHOLI.COM",2.0
32,"COD","DFS - Elcotek India Private Limited",28.0
32,"COD","DFS - Fab panda",41.0
32,"COD","DFS - Globalite Retail Pvt Ltd.",459.0
32,"COD","DFS - NV Enterprises",6.0
32,"COD","DFS - RIMS Marketing",2.0
32,"COD","DFS - TOLEXO ONLINE PVT LTD",122.0
32,"COD","DFS - Teenetra",1.0
32,"COD","DFS - The Luxurious Affair",7.0
32,"COD","DFS - The Rainbow Trunk",1.0
32,"COD","DFS - Vox Pox",14.0
32,"COD","DFS - xoxo",1.0
32,"COD","Dogspot",62.0
32,"COD","Fashionara",256.0
32,"COD","Flipkart",4298.0
32,"COD","Getitbazaar",3805.0
32,"COD","HealthKart",142.0
32,"COD","HomeShop18",727.0
32,"COD","HomeShop18-FOS",2546.0
32,"COD","Indiarush",1.0
32,"COD","Indiatimes",1.0
32,"COD","Jabong",1448.0
32,"COD","Jewel It Up",8.0
32,"COD","Kart Rocket",2.0
32,"COD","LimeRoad",241.0
32,"COD","Mebelkart",1.0
32,"COD","Mirraw COD",180.0
32,"COD","Myhomesol",1.0
32,"COD","Myntra",3213.0
32,"COD","Naaptol",249.0
32,"COD","Nvgals",1.0
32,"COD","Palred",285.0
32,"COD","Purple Pixie",1.0
32,"COD","Rediff",61.0
32,"COD","ShopClues",5.0
32,"COD","ShopGreed",4.0
32,"COD","ShoppersStop",175.0
32,"COD","Snapdeal",9269.0
32,"COD","Star CJ Guj",341.0
32,"COD","StarCJ Punjab",234.0
32,"COD","StarCJ-BOM",229.0
32,"COD","StarCJ-South",275.0
32,"COD","Syberplace",1.0
32,"COD","TrustPharmacy",3.0
32,"COD","Videocon",44.0
32,"COD","Yepme",2274.0
32,"COD","Zivame",111.0
32,"COD","Zoomin",76.0
32,"COD","Zovi",131.0
32,"COD","cheershopping",2.0
32,"COD","coke2homeBLR",33.0
32,"COD","madura",6.0
32,"COD","p3store.com",1.0
32,"Cash","Airasia",1.0
32,"Cash","BookMyTrain.com",1.0
32,"Cash","Mirraw",34.0
32,"Cash","ReleaseMyAd",1.0
32,"Cash","SpiceBox Food Services",2.0
32,"Cash","adda52",2.0
32,"Cash","hereticwear",2.0
32,"Cash","indianstage",1.0
32,"Cash","jetairways",35.0
32,"Cash","stiffcollar",2.0
32,"Cash","travelguru",15.0
32,"Pickup","Action Shoes",5.0
32,"Pickup","Jabong",22.0
32,"Pickup","Myhomesol",2.0
32,"Pickup","ShoppersStop",37.0
32,"Pickup","Zovi",22.0
32,"Pre-paid","Alix Retail",114.0
32,"Pre-paid","Amazon India - n s telecom",1.0
32,"Pre-paid","Arise India",1.0
32,"Pre-paid","CREATIVE I",3.0
32,"Pre-paid","Coke2homeCHENNAI",1.0
32,"Pre-paid","Coke2homeHYDERABAD",2.0
32,"Pre-paid","Crazeal",17.0
32,"Pre-paid","DFS - Fab panda",30.0
32,"Pre-paid","DFS - Globalite Retail Pvt Ltd.",64.0
32,"Pre-paid","DFS - TOLEXO ONLINE PVT LTD",28.0
32,"Pre-paid","DFS - Vox Pox",18.0
32,"Pre-paid","DFS - WS-RETAIL",1.0
32,"Pre-paid","DOYOURS",3.0
32,"Pre-paid","Dogspot",63.0
32,"Pre-paid","Fashionara",80.0
32,"Pre-paid","Flipkart",848.0
32,"Pre-paid","Flipkart B2B",17.0
32,"Pre-paid","Getitbazaar",224.0
32,"Pre-paid","GrouponSurface",2.0
32,"Pre-paid","Happily Unmarried",4.0
32,"Pre-paid","HealthKart",47.0
32,"Pre-paid","HomeShop18",37.0
32,"Pre-paid","HomeShop18-FOS",71.0
32,"Pre-paid","Indspire",1.0
32,"Pre-paid","Infibeam Vendor",1.0
32,"Pre-paid","Jabong",714.0
32,"Pre-paid","Jewel It Up",1.0
32,"Pre-paid","LimeRoad",116.0
32,"Pre-paid","Muxyn",2.0
32,"Pre-paid","Myntra",526.0
32,"Pre-paid","Nykaa",1.0
32,"Pre-paid","Palred",40.0
32,"Pre-paid","Paytm",74.0
32,"Pre-paid","Rediff",22.0
32,"Pre-paid","ShopClues",128.0
32,"Pre-paid","ShoppersStop",8.0
32,"Pre-paid","Snapdeal",1983.0
32,"Pre-paid","Snapdeal RL",4.0
32,"Pre-paid","Styledge",1.0
32,"Pre-paid","Videocon",1.0
32,"Pre-paid","WforWoman",2.0
32,"Pre-paid","Yakit Standard Shipping",1.0
32,"Pre-paid","Yepme",304.0
32,"Pre-paid","Zivame",54.0
32,"Pre-paid","Zovi",60.0
32,"Pre-paid","coke2homeBLR",2.0
32,"Pre-paid","p3store.com",1.0
32,"REPL","Star CJ Guj",19.0
32,"REPL","StarCJ Punjab",14.0
32,"REPL","StarCJ-BOM",10.0
32,"REPL","StarCJ-South",6.0
33,"COD","20Dresses",50.0
33,"COD","8teenstyle",2.0
33,"COD","99Prints",32.0
33,"COD","99labels",2.0
33,"COD","9rasa",1.0
33,"COD","ACE TURTLE SERVICES PVT. LTD.",5.0
33,"COD","AMG Square",1.0
33,"COD","Aakriti Creations",4.0
33,"COD","Alix Retail",215.0
33,"COD","Amazing Enterprises",7.0
33,"COD","Amazon India - Primarc Pecan Retail Private Limited",1.0
33,"COD","Ankur Home Appliances",16.0
33,"COD","ArihantDigi",1.0
33,"COD","AyurShop",1.0
33,"COD","Azafran Innovacion",1.0
33,"COD","BONORGANIK",1.0
33,"COD","BabyOye",44.0
33,"COD","Bagittoday",12.0
33,"COD","Beautiful you",2.0
33,"COD","Beveragewala",9.0
33,"COD","Bewakoof",353.0
33,"COD","Bike Basix Apparel Pvt. Ltd.",2.0
33,"COD","BoerandFitch",1.0
33,"COD","Bookstair",4.0
33,"COD","Brand Trendz",5.0
33,"COD","Brandz Hub",3.0
33,"COD","ChandraniPearls",2.0
33,"COD","Clickingo",1.0
33,"COD","Coke2HomeMumbai",27.0
33,"COD","Coke2homeAHMEDABAD",15.0
33,"COD","Coke2homeCHENNAI",5.0
33,"COD","Coke2homeHYDERABAD",14.0
33,"COD","Colorbar Cosmetics",2.0
33,"COD","CompuIndia",6.0
33,"COD","Conjoint Business Services LLP",1.0
33,"COD","DFS -  Ace Turtle Services Pvt Ltd (Flying Machine)",7.0
33,"COD","DFS - APA Retail and Overseas",10.0
33,"COD","DFS - Aakarshan Designs",1.0
33,"COD","DFS - Aawarahu Apparels",14.0
33,"COD","DFS - Accord",1.0
33,"COD","DFS - Anand India",140.0
33,"COD","DFS - Anant Desire",2.0
33,"COD","DFS - Andor Tech",9.0
33,"COD","DFS - Art of Living",21.0
33,"COD","DFS - Belle Lingeries Pvt. Ltd.",1.0
33,"COD","DFS - Celloworld",8.0
33,"COD","DFS - Choice 4u Teleshop",2.0
33,"COD","DFS - Classic Couture",4.0
33,"COD","DFS - D Chica",2.0
33,"COD","DFS - Fab panda",223.0
33,"COD","DFS - Ferrari Video",3.0
33,"COD","DFS - Fly Mantra",39.0
33,"COD","DFS - Globalite Retail Pvt Ltd.",8.0
33,"COD","DFS - HABBANA",4.0
33,"COD","DFS - Hassnar Health",2.0
33,"COD","DFS - Hytrend Online Marketing",3.0
33,"COD","DFS - I M Healthcare Pvt. Ltd.",8.0
33,"COD","DFS - India Arts Palace",5.0
33,"COD","DFS - Magicon Impex Pvt Ltd",228.0
33,"COD","DFS - Moksha Lifestyle",1.0
33,"COD","DFS - NV Enterprises",5.0
33,"COD","DFS - Novelty Shop",6.0
33,"COD","DFS - OM SAI AYURVEDA INDAI LIMITED",4.0
33,"COD","DFS - Panriya",1.0
33,"COD","DFS - Pinkblueindia",19.0
33,"COD","DFS - Plumgoodness",7.0
33,"COD","DFS - Postbox",5.0
33,"COD","DFS - SNZ Enterprises",1.0
33,"COD","DFS - SPYKI STORE",1.0
33,"COD","DFS - STYLE KNITS",164.0
33,"COD","DFS - Shop In",2.0
33,"COD","DFS - Shopgenx Retail Pvt. Ltd.",2.0
33,"COD","DFS - Shopnaari",29.0
33,"COD","DFS - ShowstopperExclusive",1.0
33,"COD","DFS - Startedge Ventures India Pvt Ltd",27.0
33,"COD","DFS - Style Fiesta",12.0
33,"COD","DFS - TADPOLE STORE PVT LTD",1.0
33,"COD","DFS - TAM International",10.0
33,"COD","DFS - TOLEXO ONLINE PVT LTD",392.0
33,"COD","DFS - Tanishka International",3.0
33,"COD","DFS - Toniq",6.0
33,"COD","DFS - UTSAV FASHION PVT LTD",15.0
33,"COD","DFS - UVMTelemart",51.0
33,"COD","DFS - Venture Innovations",1.0
33,"COD","DFS - Voonik Technologies Private Limited",11.0
33,"COD","DFS - Vox Pox",16.0
33,"COD","DFS - WISHCARE",1.0
33,"COD","DFS - WYO",53.0
33,"COD","DFS - Weearly.Com",3.0
33,"COD","DFS - White Kalia",2.0
33,"COD","DFS - Zooomberg",4.0
33,"COD","DFS - hi2buy",6.0
33,"COD","DFS - xoxo",2.0
33,"COD","DIDA",3.0
33,"COD","Dailyobjects",1.0
33,"COD","Dogspot",57.0
33,"COD","Dressmyphone",2.0
33,"COD","EAFT",1.0
33,"COD","Egitanjali",3.0
33,"COD","Elephant",2.0
33,"COD","Erd Infotech",6.0
33,"COD","Everstylish",17.0
33,"COD","Faballey",37.0
33,"COD","Fashionara",37.0
33,"COD","Flipkart",2760.0
33,"COD","Fshoppers",1.0
33,"COD","Gadget Stuff",22.0
33,"COD","GamesInc",9.0
33,"COD","Getitbazaar",387.0
33,"COD","Globalshiksha",19.0
33,"COD","Golden Tips",4.0
33,"COD","Gourmet Co Retail Pvt. Ltd.",10.0
33,"COD","HUFT",3.0
33,"COD","HealthKart",642.0
33,"COD","Hoffmen Fashions Pvt Ltd",1.0
33,"COD","HomeShop18",690.0
33,"COD","HomeShop18-FOS",2045.0
33,"COD","I Next",2.0
33,"COD","India today",515.0
33,"COD","Indiarush",45.0
33,"COD","Indiatimes",1.0
33,"COD","Infibeam",76.0
33,"COD","Integrated Sample & Try Pvt. Ltd",9.0
33,"COD","Ishimaya",1.0
33,"COD","Jabong",1585.0
33,"COD","Just Herbs",3.0
33,"COD","Jyoti Footwear",1.0
33,"COD","Kart Rocket",9.0
33,"COD","Kawachigroup",3.0
33,"COD","Kraftbuy",1.0
33,"COD","Kunchals Stores",1.0
33,"COD","LAVIDA LUXE LIFESTYLE SOLUTIONS PVT. LTD.",35.0
33,"COD","Ladylike",2.0
33,"COD","Laglits",2.0
33,"COD","Latin Quarters",1.0
33,"COD","Letternote",6.0
33,"COD","LimeRoad",784.0
33,"COD","Loveforprettythings",2.0
33,"COD","M/s Atul Udyog",2.0
33,"COD","MUGHAL CLINIC",4.0
33,"COD","Magickart",1.0
33,"COD","Maruti Online Pvt.Ltd",1.0
33,"COD","Metrofyme",14.0
33,"COD","Mirraw COD",442.0
33,"COD","Mscorporation",2.0
33,"COD","Mulyashop",18.0
33,"COD","My nutra mart",23.0
33,"COD","MyBabyCart",8.0
33,"COD","Myfitfuel",4.0
33,"COD","Myntra",2344.0
33,"COD","Naaptol",237.0
33,"COD","NaturalMantra",64.0
33,"COD","Navashya Enterprises",1.0
33,"COD","Net Distribution Services Pvt Ltd",7.0
33,"COD","Netakart",2.0
33,"COD","Nikulsan",10.0
33,"COD","Nlytn",1.0
33,"COD","No Nasties",1.0
33,"COD","NoFat",11.0
33,"COD","NumeroUno Clothing Company",1.0
33,"COD","Nykaa",457.0
33,"COD","OKS",3.0
33,"COD","Oumya Jewels",1.0
33,"COD","POLKA DOT FASHION",10.0
33,"COD","Palred",418.0
33,"COD","Pavitra Retail Pvt Ltd",6.0
33,"COD","Pearson",5.0
33,"COD","Postergully",1.0
33,"COD","Primetime Entertainment & Media Pvt.Ltd",1.0
33,"COD","Provogue India",2.0
33,"COD","PumpkinPie",2.0
33,"COD","PureMart",3.0
33,"COD","Purplle",56.0
33,"COD","Quick Service",104.0
33,"COD","Rediff",269.0
33,"COD","Redwolf",27.0
33,"COD","Rubicon e Retail Pvt. Ltd.",3.0
33,"COD","S S FASHION",2.0
33,"COD","SAFETYKART",2.0
33,"COD","SIMBA CART",2.0
33,"COD","SMESauda",1.0
33,"COD","SMOKEFREE ELECTRONIC CIGARETTE PVT LTD",11.0
33,"COD","Safa Honey",2.0
33,"COD","Saholic",30.0
33,"COD","Sale Struck",4.0
33,"COD","Saree Swarg",3.0
33,"COD","Senera Plus",1.0
33,"COD","Shop19",146.0
33,"COD","ShopClues",3.0
33,"COD","ShopGreed",3.0
33,"COD","Shoppers Stop S2H Delhi",1.0
33,"COD","Shoppers Stop S2H Kolkata",3.0
33,"COD","ShoppersStop",154.0
33,"COD","Shree Traders",3.0
33,"COD","Snapdeal",24129.0
33,"COD","Srivika Fashions",1.0
33,"COD","StalkBuyLove",18.0
33,"COD","Star CJ Guj",252.0
33,"COD","StarCJ Punjab",278.0
33,"COD","StarCJ-BOM",178.0
33,"COD","StarCJ-South",253.0
33,"COD","StyleTag",270.0
33,"COD","Stylisda",2.0
33,"COD","Surat Diamonds",4.0
33,"COD","Syberplace",1.0
33,"COD","Tanyas Jewelery",3.0
33,"COD","The Gourmet Box",4.0
33,"COD","The fashioncart",5.0
33,"COD","TheEntertainment",2.0
33,"COD","Totals Solution",16.0
33,"COD","TrustPharmacy",1.0
33,"COD","Uniqstop",12.0
33,"COD","UnravelIndia",1.0
33,"COD","Urbanvalve",1.0
33,"COD","Valyoo",5.0
33,"COD","Ventra",1.0
33,"COD","Videocon",47.0
33,"COD","Vintage Monkey",2.0
33,"COD","Vishnu Solutions",1.0
33,"COD","Voylla",34.0
33,"COD","WforWoman",7.0
33,"COD","Whole salehungama",2.0
33,"COD","Woodland",105.0
33,"COD","Xtees",18.0
33,"COD","Yepme",2954.0
33,"COD","Yugadi Electronics",3.0
33,"COD","Zaap Technologies",5.0
33,"COD","Zivame",189.0
33,"COD","Ziveg",3.0
33,"COD","Zoffio",18.0
33,"COD","Zoffio_Del",13.0
33,"COD","Zoomin",90.0
33,"COD","Zovi",132.0
33,"COD","bellojewels",1.0
33,"COD","blotchwear",3.0
33,"COD","cheershopping",1.0
33,"COD","chicamodacod",1.0
33,"COD","coke2homeBLR",13.0
33,"COD","crunchyfashion",6.0
33,"COD","diamond pocket books pvt ltd",11.0
33,"COD","escentsdeals",1.0
33,"COD","hasbro",24.0
33,"COD","himalaya",1.0
33,"COD","lollipoplabel",12.0
33,"COD","madura",6.0
33,"COD","medidart",4.0
33,"COD","planetsuperheroes",5.0
33,"COD","priyankas designs",7.0
33,"COD","secretangel",6.0
33,"COD","skycandle",4.0
33,"COD","soulflower",17.0
33,"COD","store503",7.0
33,"COD","tennishub",4.0
33,"COD","theskinstore",3.0
33,"COD","titan",27.0
33,"COD","whitekalia",1.0
33,"Cash","61c",1.0
33,"Cash","99tshirts",3.0
33,"Cash","Askme.com",1.0
33,"Cash","BookMyTrain.com",7.0
33,"Cash","Cheeni Labs Private Limited",16.0
33,"Cash","DFS - Adlabs Entertainment",3.0
33,"Cash","Mirraw",51.0
33,"Cash","Myedutopia",5.0
33,"Cash","ReleaseMyAd",5.0
33,"Cash","SpiceBox Food Services",1.0
33,"Cash","adda52",2.0
33,"Cash","cardekho",15.0
33,"Cash","coxandkings",3.0
33,"Cash","fithowellness",1.0
33,"Cash","freshersworld",3.0
33,"Cash","getitfreeads",24.0
33,"Cash","indianstage",69.0
33,"Cash","jetairways",28.0
33,"Cash","myprivatetutor",2.0
33,"Cash","peekaboo",1.0
33,"Cash","pokabunga",1.0
33,"Cash","stiffcollar",1.0
33,"Cash","tenonten",1.0
33,"Cash","theeducationacademy",1.0
33,"Cash","thinkvidya",23.0
33,"Cash","travelguru",24.0
33,"Pickup","20Dresses",4.0
33,"Pickup","ABITI BELLA ENTERPRISES",1.0
33,"Pickup","Amazon India - D.K ENTERPRISE",1.0
33,"Pickup","Amazon India - Melody Electronics",2.0
33,"Pickup","BabyOye",1.0
33,"Pickup","DFS - Android Info Solution Pvt Ltd",4.0
33,"Pickup","DFS - Art of Living",1.0
33,"Pickup","DFS - BB Exim",4.0
33,"Pickup","DFS - Globalite Retail Pvt Ltd.",19.0
33,"Pickup","DFS - Nexxbase Marketing Pvt Ltd",1.0
33,"Pickup","DFS - Style Fiesta",1.0
33,"Pickup","DFS - TOLEXO ONLINE PVT LTD",4.0
33,"Pickup","DFS - Voonik Technologies Private Limited",6.0
33,"Pickup","DFS - WYO",2.0
33,"Pickup","DFS - xoxo",5.0
33,"Pickup","Dogspot",2.0
33,"Pickup","Faballey",10.0
33,"Pickup","Flipkart",159.0
33,"Pickup","FriendsofBooks",3.0
33,"Pickup","GamesInc",1.0
33,"Pickup","Happily Unmarried",1.0
33,"Pickup","HealthKart",19.0
33,"Pickup","HomeShop18-FOS",170.0
33,"Pickup","Indiarush",12.0
33,"Pickup","Jabong",56.0
33,"Pickup","Kaaryah",1.0
33,"Pickup","LimeRoad",520.0
33,"Pickup","M/s Atul Udyog",1.0
33,"Pickup","Magickart",1.0
33,"Pickup","Myntra",1584.0
33,"Pickup","Paramexports",1.0
33,"Pickup","Paytm",498.0
33,"Pickup","Rediff",1.0
33,"Pickup","Shop Street",1.0
33,"Pickup","ShoppersStop",70.0
33,"Pickup","Snapdeal RL",1727.0
33,"Pickup","StarCJ Punjab",5.0
33,"Pickup","StarCJ-BOM",4.0
33,"Pickup","Strata Retail",11.0
33,"Pickup","Videocon",41.0
33,"Pickup","Voylla",8.0
33,"Pickup","Yepme",1.0
33,"Pickup","Zovi",21.0
33,"Pickup","cheershopping",2.0
33,"Pickup","chumbakcod",2.0
33,"Pickup","hasbro",10.0
33,"Pickup","morelifelondon",1.0
33,"Pickup","tennishub",2.0
33,"Pickup","titan",3.0
33,"Pre-paid","100 bestbuy",1.0
33,"Pre-paid","99Prints",8.0
33,"Pre-paid","99labels",4.0
33,"Pre-paid","99tshirtsBulk",1.0
33,"Pre-paid","9rasa",1.0
33,"Pre-paid","ABITI BELLA ENTERPRISES",1.0
33,"Pre-paid","ALVStore",2.0
33,"Pre-paid","Alix Retail",125.0
33,"Pre-paid","Amazon India - ALEKIP TRADELINK PVT. LTD.",5.0
33,"Pre-paid","Amazon India - Avera Essentials Pvt Ltd.",3.0
33,"Pre-paid","Amazon India - AyurShop",4.0
33,"Pre-paid","Amazon India - Book Express",1.0
33,"Pre-paid","Amazon India - Cinderella",4.0
33,"Pre-paid","Amazon India - Etail Marketing Pvt. Ltd.",1.0
33,"Pre-paid","Amazon India - Fos Designs & Services Pvt Ltd",1.0
33,"Pre-paid","Amazon India - HappyHealth",5.0
33,"Pre-paid","Amazon India - Indian Fine Beauty care",21.0
33,"Pre-paid","Amazon India - Kochar Computers",1.0
33,"Pre-paid","Amazon India - Music Magic",1.0
33,"Pre-paid","Amazon India - Nature Online Corporation",3.0
33,"Pre-paid","Amazon India - Proactive Distributors",13.0
33,"Pre-paid","Amazon India - ROOH WELLNESS",4.0
33,"Pre-paid","Amazon India - SPICE ART",1.0
33,"Pre-paid","Amazon India - SWATI GRAMODYOG SEWA SANSTHAN",4.0
33,"Pre-paid","Amazon India - Saanvi Business Solutions",1.0
33,"Pre-paid","Amazon India - Sri Raghavendra Enterprises",1.0
33,"Pre-paid","Amazon India - The House of Tara",6.0
33,"Pre-paid","Amazon India - VNV Enterprises Pvt. Ltd",25.0
33,"Pre-paid","Amazon India - Yash Gifts",1.0
33,"Pre-paid","Amazon India - Zeenia Import Export LLP",68.0
33,"Pre-paid","Amazon India - iValue Systech Pvt. Ltd.",1.0
33,"Pre-paid","Amazon India - oriflame",26.0
33,"Pre-paid","Archies",23.0
33,"Pre-paid","ArihantDigi",1.0
33,"Pre-paid","AyurShop",6.0
33,"Pre-paid","BODYMART",4.0
33,"Pre-paid","BabyOye",17.0
33,"Pre-paid","Bagittoday",5.0
33,"Pre-paid","Bandarwalla",1.0
33,"Pre-paid","Bewakoof",151.0
33,"Pre-paid","Bike Basix Apparel Pvt. Ltd.",3.0
33,"Pre-paid","BikeStuff",4.0
33,"Pre-paid","Bluedrop Retails",1.0
33,"Pre-paid","BoerandFitch",6.0
33,"Pre-paid","Boxbeat Technologies Private Limited",1.0
33,"Pre-paid","COMMA BOOK INDIA PVT. LTD",12.0
33,"Pre-paid","Carmocrat",1.0
33,"Pre-paid","Chase Lifestyle Pvt. Ltd",2.0
33,"Pre-paid","Coke2HomeMumbai",1.0
33,"Pre-paid","Coke2homeHYDERABAD",1.0
33,"Pre-paid","CompuIndia",6.0
33,"Pre-paid","Crazeal",100.0
33,"Pre-paid","DFS -  Ace Turtle Services Pvt Ltd (Flying Machine)",5.0
33,"Pre-paid","DFS - Accord",2.0
33,"Pre-paid","DFS - Andor Tech",5.0
33,"Pre-paid","DFS - Ansh Enterprise",2.0
33,"Pre-paid","DFS - Art of Living",58.0
33,"Pre-paid","DFS - Beeta Machines Pvt. Ltd.",1.0
33,"Pre-paid","DFS - Belle Lingeries Pvt. Ltd.",1.0
33,"Pre-paid","DFS - Bun Maska",1.0
33,"Pre-paid","DFS - CARMEL ORGANICS PVT. LTD.",6.0
33,"Pre-paid","DFS - Celloworld",7.0
33,"Pre-paid","DFS - Excellence Pioneers",3.0
33,"Pre-paid","DFS - Fab panda",40.0
33,"Pre-paid","DFS - Ferrari Video",7.0
33,"Pre-paid","DFS - Fever 21",17.0
33,"Pre-paid","DFS - Globalite Retail Pvt Ltd.",8.0
33,"Pre-paid","DFS - Metis Learning Solutions Pvt. Ltd.",1.0
33,"Pre-paid","DFS - Nexxbase Marketing Pvt Ltd",10.0
33,"Pre-paid","DFS - Novelty Shop",3.0
33,"Pre-paid","DFS - Orchid Sales",5.0
33,"Pre-paid","DFS - Plumgoodness",2.0
33,"Pre-paid","DFS - Raga Mobiles",1.0
33,"Pre-paid","DFS - SHITAL SIGNS (P) LTD.",3.0
33,"Pre-paid","DFS - Shop In",1.0
33,"Pre-paid","DFS - ShowstopperExclusive",1.0
33,"Pre-paid","DFS - Startedge Ventures India Pvt Ltd",4.0
33,"Pre-paid","DFS - TAM International",1.0
33,"Pre-paid","DFS - TOLEXO ONLINE PVT LTD",70.0
33,"Pre-paid","DFS - Treewalker Ecommerce",2.0
33,"Pre-paid","DFS - UVMTelemart",6.0
33,"Pre-paid","DFS - Vasthra Boutique",2.0
33,"Pre-paid","DFS - Vedi toys",2.0
33,"Pre-paid","DFS - VkareBioSciences",4.0
33,"Pre-paid","DFS - Voonik Technologies Private Limited",2.0
33,"Pre-paid","DFS - Vox Pox",606.0
33,"Pre-paid","DFS - WISHCARE",1.0
33,"Pre-paid","DFS - WYO",4.0
33,"Pre-paid","DFS - Yocustomfreak",2.0
33,"Pre-paid","DFS - Zooomberg",1.0
33,"Pre-paid","DFS - hi2buy",37.0
33,"Pre-paid","DFS-LappIndia",1.0
33,"Pre-paid","DOYOURS",3.0
33,"Pre-paid","Dailyobjects",12.0
33,"Pre-paid","Daksh Solutions Pvt. Ltd",1.0
33,"Pre-paid","Divyansh Exim Pvt Ltd",1.0
33,"Pre-paid","Dogspot",72.0
33,"Pre-paid","Ebongkolkata",1.0
33,"Pre-paid","Ecomartindia",2.0
33,"Pre-paid","Elephant",1.0
33,"Pre-paid","EliteString",2.0
33,"Pre-paid","Emnmart",1.0
33,"Pre-paid","Erd Infotech",3.0
33,"Pre-paid","Etail Marketing Pvt. Ltd.",3.0
33,"Pre-paid","Faballey",29.0
33,"Pre-paid","Fashionara",18.0
33,"Pre-paid","Flipkart",717.0
33,"Pre-paid","Flipkart B2B",26.0
33,"Pre-paid","Four Brown Folk Decor",3.0
33,"Pre-paid","Fourseven",1.0
33,"Pre-paid","Future Lifestyle Fashions Limited",10.0
33,"Pre-paid","Gallibazar",1.0
33,"Pre-paid","GamesInc",1.0
33,"Pre-paid","Getitbazaar",68.0
33,"Pre-paid","Getitbazaar Bulk",5.0
33,"Pre-paid","Gift A Pension",1.0
33,"Pre-paid","Giftcart Ecommerce",14.0
33,"Pre-paid","Gioia Bazar",14.0
33,"Pre-paid","Gourmet Co Retail Pvt. Ltd.",3.0
33,"Pre-paid","Green Dust",3.0
33,"Pre-paid","Greenkins",2.0
33,"Pre-paid","GrouponSurface",33.0
33,"Pre-paid","HUFT",6.0
33,"Pre-paid","Happily Unmarried",3.0
33,"Pre-paid","HealthKart",276.0
33,"Pre-paid","Hoffmen Fashions Pvt Ltd",1.0
33,"Pre-paid","HomeShop18",110.0
33,"Pre-paid","HomeShop18-FOS",136.0
33,"Pre-paid","I Next",1.0
33,"Pre-paid","India today",8.0
33,"Pre-paid","Indian Trade Linkers",1.0
33,"Pre-paid","Indiarush",10.0
33,"Pre-paid","Indiatimes",4.0
33,"Pre-paid","Indikala",1.0
33,"Pre-paid","Infibeam",22.0
33,"Pre-paid","Infibeam Vendor",8.0
33,"Pre-paid","Ishimaya",5.0
33,"Pre-paid","Jabong",757.0
33,"Pre-paid","Jyoti Footwear",1.0
33,"Pre-paid","Kart Rocket",7.0
33,"Pre-paid","Kawachigroup",4.0
33,"Pre-paid","Kingkart",14.0
33,"Pre-paid","LAVIDA LUXE LIFESTYLE SOLUTIONS PVT. LTD.",7.0
33,"Pre-paid","Latin Quarters",2.0
33,"Pre-paid","Light & Living",3.0
33,"Pre-paid","LimeRoad",297.0
33,"Pre-paid","MSM BOX",1.0
33,"Pre-paid","Madshope",1.0
33,"Pre-paid","Magasin Online",5.0
33,"Pre-paid","Magickart",11.0
33,"Pre-paid","Major Brands-S2S Transfer",16.0
33,"Pre-paid","Metrofyme",1.0
33,"Pre-paid","Micromax",40.0
33,"Pre-paid","Muxyn",1.0
33,"Pre-paid","MyBabyCart",9.0
33,"Pre-paid","Myfitfuel",1.0
33,"Pre-paid","Myntra",341.0
33,"Pre-paid","Naaptol",4.0
33,"Pre-paid","NaturalMantra",21.0
33,"Pre-paid","Nature Online Corporation",6.0
33,"Pre-paid","Nikulsan",1.0
33,"Pre-paid","Nlytn",8.0
33,"Pre-paid","No Nasties",6.0
33,"Pre-paid","NoFat",8.0
33,"Pre-paid","Nykaa",376.0
33,"Pre-paid","Painting Mantra",1.0
33,"Pre-paid","Palred",54.0
33,"Pre-paid","Paper Boat",4.0
33,"Pre-paid","Pavitra Retail Pvt Ltd",50.0
33,"Pre-paid","Paytm",313.0
33,"Pre-paid","PhotoSquare",5.0
33,"Pre-paid","Promunt Online Services",3.0
33,"Pre-paid","PureMart",4.0
33,"Pre-paid","Purplle",29.0
33,"Pre-paid","RKGroup",1178.0
33,"Pre-paid","ROADGODS AUTOGEAR",2.0
33,"Pre-paid","Rediff",77.0
33,"Pre-paid","Redwolf",42.0
33,"Pre-paid","Religare",7.0
33,"Pre-paid","Rubicon e Retail Pvt. Ltd.",2.0
33,"Pre-paid","SAFETYKART",2.0
33,"Pre-paid","SMOKEFREE ELECTRONIC CIGARETTE PVT LTD",17.0
33,"Pre-paid","Safa Honey",23.0
33,"Pre-paid","Saholic",18.0
33,"Pre-paid","SapnaOnline",21.0
33,"Pre-paid","Saree Swarg",2.0
33,"Pre-paid","Shop19",10.0
33,"Pre-paid","ShopClues",979.0
33,"Pre-paid","Shopcrats",2.0
33,"Pre-paid","ShoppersStop",69.0
33,"Pre-paid","Shopyourworld",1.0
33,"Pre-paid","Snapdeal",5851.0
33,"Pre-paid","Snapdeal RL",4070.0
33,"Pre-paid","Srivika Fashions",1.0
33,"Pre-paid","StalkBuyLove",6.0
