_id.dl_date,_id.dl_cn,_id.dl_cnc,dl_count
42,"Hathras","Hathras",15.0
42,"Hisar","Hisar",97.0
42,"Hospet","Hospet",252.0
42,"Hosur_Dc","Hosur",139.0
42,"Howrah_Shibpur","Howrah",172.0
42,"Hubli_Dc","Hubli",157.0
42,"Hyd-Ecil","Hyderabad",170.0
42,"Hyd_Abids_Dc","Hyderabad",112.0
42,"Hyd_Attapur_Dc","Hyderabad",139.0
42,"Hyd_Balanagar","Hyderabad",57.0
42,"Hyd_Banjarahills_DC","Hyderabad",110.0
42,"Hyd_BkGuda_Dc","Hyderabad",142.0
42,"Hyd_Chandanagar_Dc","Hyderabad",171.0
42,"Hyd_East","Hyderabad",123.0
42,"Hyd_Gachibowli","Hyderabad",110.0
42,"Hyd_Jeedimetla_Dc","Hyderabad",98.0
42,"Hyd_Kavadiguda_Dc","Hyderabad",79.0
42,"Hyd_LB-Nagar_Dc","Hyderabad",200.0
42,"Hyd_Madhapur","Hyderabad",149.0
42,"Hyd_Miyapur_Dc","Hyderabad",110.0
42,"Hyd_North","Hyderabad",160.0
42,"Hyd_Sayeedabad_Dc","Hyderabad",243.0
42,"Hyd_South","Hyderabad",4.0
42,"Hyd_Tarnaka_Dc","Hyderabad",82.0
42,"Hyd_Tolichowki_Dc","Hyderabad",213.0
42,"Hyd_Trimulgherry_Dc","Hyderabad",135.0
42,"Hyd_Uppal_Dc","Hyderabad",117.0
42,"Indore Palasia","Indore",103.0
42,"Indore_Marimata","Indore",95.0
42,"Indore_New Palasia","Indore",281.0
42,"Indore_Rajendra nagar","Indore",124.0
42,"Jabalpur","Jabalpur",258.0
42,"Jaipur","Jaipur",301.0
42,"Jaipur_Malviya Nagar","Jaipur",264.0
42,"Jaipur_vaishali Nagar","Jaipur",91.0
42,"Jalandhar_DC","Jalandhar",420.0
42,"Jammu_SubhashNagar_DC","Jammu",177.0
42,"Jamnagar_Dc","Jamnagar",315.0
42,"Janakpuri","Delhi NCR",158.0
42,"Jodhpur","Jodhpur",203.0
42,"Kanchipuram_DC","Kanchipuram",6.0
42,"Kanpur","Kanpur",291.0
42,"Karnal","Karnal",101.0
42,"Karur","Karur",335.0
42,"Kolhapur_DC","Kolhapur",86.0
42,"Kota","Kota",148.0
42,"Lucknow","Lucknow",185.0
42,"Lucknow_Aliganj","Lucknow",130.0
42,"Lucknow_Gomti Nagar","Lucknow",109.0
42,"Lucknow_Hub","Lucknow",5.0
42,"Lucknow_Indira Nagar","Lucknow",84.0
42,"Lucknow_Vishnu Lok","Lucknow",120.0
42,"Ludhiana_DC","Ludhiana",283.0
42,"Ludhiana_Dugri","Ludhiana",577.0
42,"MP_Dewas","Dewas",112.0
42,"Madurai","Madurai",215.0
42,"Malad_West_DC","Mumbai",162.0
42,"Mandya_Dc","Mysore",249.0
42,"Mangalore","Mangalore",403.0
42,"Meerut","Meerut",149.0
42,"Mehedipatnam","Hyderabad",87.0
42,"Mehsana_Dc","Mehsana",237.0
42,"Moradabad_DC","Bareilly",85.0
42,"Mount Road","Chennai",133.0
42,"Mumbai Antop Hill","Mumbai",96.0
42,"Mumbai Borivali","Mumbai",89.0
42,"Mumbai Central","Mumbai",80.0
42,"Mumbai Chandivali","Mumbai",54.0
42,"Mumbai East","Mumbai",329.0
42,"Mumbai Lower Parel","Mumbai",141.0
42,"Mumbai MIDC","Mumbai",189.0
42,"Mumbai Mahim","Mumbai",56.0
42,"Mumbai Mira Rd","Mumbai",273.0
42,"Mumbai North","Mumbai",274.0
42,"Mumbai Sakinaka","Mumbai",70.0
42,"Mumbai South","Mumbai",106.0
42,"Mumbai Tardeo","Mumbai",174.0
42,"Mumbai Vile Parle","Mumbai",122.0
42,"Mumbai_Ambernath_Dc","Mumbai",231.0
42,"Mumbai_Bhandup West_Dc","Mumbai",123.0
42,"Mumbai_Borivali West _Dc","Mumbai",122.0
42,"Mumbai_Chembur_Dc","Mumbai",100.0
42,"Mumbai_Fort _Dc","Mumbai",199.0
42,"Mumbai_Jogeshwari_Dc","Mumbai",165.0
42,"Mumbai_Kalyan","Mumbai",227.0
42,"Mumbai_Kalyan West _Dc","Mumbai",346.0
42,"Mumbai_Kandivali_East","Mumbai",137.0
42,"Mumbai_Khandeshwar_Dc","Mumbai",612.0
42,"Mumbai_Khar West _Dc","Mumbai",123.0
42,"Mumbai_Thanewest_Dc","Mumbai",118.0
42,"Mysore","Mysore",192.0
42,"NSZ",,353.0
42,"Nagpur","Nagpur",372.0
42,"Nagpur_Bajajnagar_Dc","Nagpur",282.0
42,"Nalasopara","Mumbai",361.0
42,"Nanded_Dc","Nanded",525.0
42,"Nashik Road","Nashik",312.0
42,"Noida","Delhi NCR",211.0
42,"Noida_Sec 02_DPC","Delhi NCR",220.0
42,"Noida_Sec-83_DC","Delhi NCR",71.0
42,"Noida_Sec-8_DC","Delhi NCR",83.0
42,"North BLR","Bangalore",93.0
42,"North Delhi","Delhi NCR",379.0
42,"Palwal","Palwal",108.0
42,"Panaji Goa","Goa",224.0
42,"Panipat","Panipat",90.0
42,"Patiala","Patiala",318.0
42,"Patna_1","Patna",8.0
42,"Patna_Anisabad","Patna",5.0
42,"Patna_Central","Patna",10.0
42,"Patna_Gaighat","Patna",6.0
42,"Patna_West","Patna",6.0
42,"Perungudi","Chennai",100.0
42,"Pilani","Pilani",134.0
42,"Pondicherry","Pondicherry",148.0
42,"Pune Anand Nagar","Pune",84.0
42,"Pune Balaji Nagar","Pune",126.0
42,"Pune Chandan Nagar","Pune",80.0
42,"Pune Fatima Nagar","Pune",69.0
42,"Pune Hadapsar DC","Pune",118.0
42,"Pune PNQ","Pune",96.0
42,"Pune Pimpri","Pune",5.0
42,"Pune_ Tingrenagar Dc","Pune",95.0
42,"Pune_Aundh_DC","Pune",42.0
42,"Pune_Baner","Pune",2.0
42,"Pune_Camp_Dc","Pune",115.0
42,"Pune_Chinchwad DC","Pune",63.0
42,"Pune_Hinjawadi_Dc","Pune",256.0
42,"Pune_Kalewadi DC","Pune",234.0
42,"Pune_Magarpatta","Pune",61.0
42,"Pune_Nigdi DC","Pune",67.0
42,"Pune_Pashan_DC","Pune",78.0
42,"Pune_Sangvi_Dc","Pune",165.0
42,"Pune_Shahunagar DC","Pune",110.0
42,"Pune_Shivajinagar","Pune",73.0
42,"Pune_Warje_Dc","Pune",54.0
42,"RS.Bellary","Bellary",147.0
42,"RS.Davanagere","Davangere",76.0
42,"Raipur_DC","Raipur",92.0
42,"Raipur_Sunder Nagar_DC","Raipur",459.0
42,"Rajamundry_DC","Rajamundry",135.0
42,"Rajkot","Rajkot",273.0
42,"Rampur","Rampur",142.0
42,"Ranchi_1","Ranchi",204.0
42,"Rewa_Dc","Rewa",387.0
42,"Rohtak","Rohtak",161.0
42,"Rourkela","Rourkela",289.0
42,"Rourkela_Koel Nagar","Rourkela",250.0
42,"Rudrapur","Rudrapur",334.0
42,"Salem","Salem",147.0
42,"Samalkha_DC","Delhi NCR",234.0
42,"Sangli_Dc","Sangli",138.0
42,"Satna","Satna",216.0
42,"Shillong","Shillong",280.0
42,"Silvassa_DC","Silvassa",157.0
42,"Solapur_DC","Solapur",218.0
42,"Sonipat","Sonipat",95.0
42,"South Goa","Goa",240.0
42,"Surat","Surat",319.0
42,"Surat_Nanpura_Dc","Surat",534.0
42,"Thanjavur_DC","Tiruchi",101.0
42,"Tiruchi","Tiruchi",237.0
42,"Tirupati","Tirupati",148.0
42,"Tirupur","Tirupur",342.0
42,"Tumkur_Dc","Tumkur",486.0
42,"Udaipur_DC","Udaipur",134.0
42,"Udupi","Mangalore",123.0
42,"Ujjain","Ujjain",315.0
42,"Uppinangady_Dc","Mangalore",257.0
42,"Vadodara","Vadodara",338.0
42,"Vadodara_Karelibaug_DC","Vadodara",375.0
42,"Valsad_DC","Vapi",117.0
42,"Vapi","Vapi",330.0
42,"Varanasi","Varanasi",264.0
42,"Vellore_DC","Vellore",121.0
42,"Vijayawada","Vijayawada",295.0
42,"Vishakhapatnam","Vishakhapatnam",252.0
42,"Vizag _NAD","Vishakhapatnam",87.0
42,"Vizag_Gajuwaka","Vishakhapatnam",203.0
42,"Warangal_DC","Warangal",63.0
42,"ccu_birati","Kolkata",169.0
42,"cuttack","Cuttack",276.0
42,"dhanbad","Dhanbad",259.0
42,"jammu_Central","Jammu",113.0
42,"jamshedpur","Jamshedpur",109.0
42,"shimla","Shimla",248.0
42,"srinagar_central","Srinagar",373.0
42,"srinagar_north","Srinagar",76.0
42,"srinagar_south","Srinagar",188.0
43,"AMD_Maninagar","Ahmedabad",150.0
43,"AMD_Memnagar","Ahmedabad",151.0
43,"AMD_Naroda","Ahmedabad",23.0
43,"AMD_Paldi","Ahmedabad",78.0
43,"AMD_Rakhial","Ahmedabad",124.0
43,"AMD_Satellite","Ahmedabad",103.0
43,"Agra","Agra",282.0
43,"Airport","Chennai",272.0
43,"Ajmer_DC","Ajmer",87.0
43,"Aligarh","Aligarh",145.0
43,"Allahabad","Allahabad",212.0
43,"Ambabadi_DC","Jaipur",86.0
43,"Ambala","Ambala",97.0
43,"Amd_Chandkheda_Dc","Ahmedabad",87.0
43,"Amdavad_Central","Ahmedabad",93.0
43,"Amdavad_East","Ahmedabad",103.0
43,"Amritsar_DC","Amritsar",345.0
43,"Anand_Dc","Anand",167.0
43,"Aurangabad","Aurangabad",149.0
43,"Ayanambakkam","Chennai",186.0
43,"BLR_Central","Bangalore",156.0
43,"Bareilly","Bareilly",129.0
43,"Begumpet HYD","Hyderabad",178.0
43,"Belgaum_Dc","Belgaum",137.0
43,"Bellary_Dc","Bellary",52.0
43,"Bengaluru_Arakere_Dc","Bangalore",149.0
43,"Bengaluru_BTM_Dc","Bangalore",120.0
43,"Bengaluru_Banaswadi_Dc","Bangalore",95.0
43,"Bengaluru_Bellandur","Bangalore",96.0
43,"Bengaluru_East","Bangalore",124.0
43,"Bengaluru_ElectronicCity_Dc","Bangalore",80.0
43,"Bengaluru_HSR_Dc","Bangalore",44.0
43,"Bengaluru_JPNagar_Dc","Bangalore",189.0
43,"Bengaluru_Koramangala_Dc","Bangalore",74.0
43,"Bengaluru_Marathalli_Dc","Bangalore",149.0
43,"Bengaluru_Mathikere_Dc","Bangalore",127.0
43,"Bengaluru_Millers_Dc","Bangalore",169.0
43,"Bengaluru_Nandinilayout_Dc","Bangalore",211.0
43,"Bengaluru_RTNagar_Dc","Bangalore",122.0
43,"Bengaluru_Rajajinagar_Dc","Bangalore",144.0
43,"Bengaluru_Richmond_Dc","Bangalore",70.0
43,"Bengaluru_Singasandra","Bangalore",269.0
43,"Bengaluru_South","Bangalore",364.0
43,"Bengaluru_Tippasandra_Dc","Bangalore",86.0
43,"Bengaluru_Vijayanagar_Dc","Bangalore",123.0
43,"Bengaluru_West","Bangalore",127.0
43,"Bengaluru_Whitefield_Dc","Bangalore",154.0
43,"Bengaluru_Wilson Garden_Dc","Bangalore",100.0
43,"Bengaluru_Yelahanka_Dc","Bangalore",200.0
43,"Berhampur_DC","Behrampur",280.0
43,"Bhatinda","Bhatinda",144.0
43,"Bhavnagar_Dc","Bhavnagar",147.0
43,"Bhopal MP Nagar","Bhopal",128.0
43,"Bhopal_Dig Banglow","Bhopal",50.0
43,"Bhopal_Kartar Arcade","Bhopal",152.0
43,"Bhopal_Kolar Mandakni","Bhopal",42.0
43,"Bhopal_Old City","Bhopal",121.0
43,"Bhubaneshwar_1","Bhubaneshwar",355.0
43,"Bhubaneshwar_Nayapalli","Bhubaneshwar",328.0
43,"Bhubaneswar_Patia","Bhubaneshwar",268.0
43,"Bidar","Gulbarga",387.0
43,"Bikaner_DC","Bikaner",120.0
43,"Blr_Ganabharathi","Bangalore",205.0
43,"Bokaro","Bokaro",180.0
43,"CCU_Behala","Kolkata",143.0
43,"CCU_Central","Kolkata",153.0
43,"CCU_DumDum","Kolkata",128.0
43,"CCU_Dunlop","Kolkata",84.0
43,"CCU_Entally","Kolkata",290.0
43,"CCU_Garia","Kolkata",142.0
43,"CCU_Jadavpur","Kolkata",236.0
43,"CCU_Manicktala","Kolkata",76.0
43,"CCU_North","Kolkata",196.0
43,"CCU_SaltLake","Kolkata",300.0
43,"CCU_South","Kolkata",238.0
43,"CCU_Taratala","Kolkata",155.0
43,"CCU_Tollygunje","Kolkata",179.0
43,"CCU_Topsia","Kolkata",126.0
43,"CJB","Coimbatore",261.0
43,"Central Goa","Goa",116.0
43,"Chandigarh","Chandigarh",319.0
43,"Chandigarh_Kurali_DC","Chandigarh",146.0
43,"Chandigarh_Mohali","Chandigarh",69.0
43,"Chandigarh_Panchkula","Chandigarh",112.0
43,"Chennai_Arumbakkam","Chennai",94.0
43,"Chennai_AshokNagar_DC","Chennai",125.0
43,"Chennai_Avadi","Chennai",100.0
43,"Chennai_Ayanavaram","Chennai",129.0
43,"Chennai_Egmore_DC","Chennai",76.0
43,"Chennai_Madhavaram_DC","Chennai",76.0
43,"Chennai_Madhavaram_DPC","Chennai",1.0
43,"Chennai_Mylapore","Chennai",153.0
43,"Chennai_Poonamallee","Chennai",194.0
43,"Chennai_Porur_DC","Chennai",119.0
43,"Chennai_Potheri","Chennai",318.0
43,"Chennai_Redhills","Chennai",35.0
43,"Chennai_Royapuram","Chennai",195.0
43,"Chennai_Sholinganallur_Dc","Chennai",291.0
43,"Chennai_Sriperumbudur_Dc","Chennai",77.0
43,"Chennai_Thiruvanmiyur_DC","Chennai",108.0
43,"Chennai_Vandalur_Dc","Chennai",117.0
43,"Chromepet","Chennai",192.0
43,"Cjb_Kovaipudur_Dc","Coimbatore",189.0
43,"Cjb_West_Dc","Coimbatore",209.0
43,"Cuddalore_DC","Cuddalore",240.0
43,"Darbhanga","Darbhanga",288.0
43,"Dehradun","Dehradun",265.0
43,"Delhi Moti Nagar","Delhi NCR",282.0
43,"Delhi_Badarpur","Delhi NCR",187.0
43,"Delhi_Barwala","Delhi NCR",31.0
43,"Delhi_Bhajanpura","Delhi NCR",92.0
43,"Delhi_Bhogal","Delhi NCR",270.0
43,"Delhi_Central","Delhi NCR",433.0
43,"Delhi_Govindpura","Delhi NCR",138.0
43,"Delhi_Lajwanti","Delhi NCR",135.0
43,"Delhi_MalviyaNagar","Delhi NCR",129.0
43,"Delhi_MayurVihar","Delhi NCR",147.0
43,"Delhi_Mohammadpur","Delhi NCR",53.0
43,"Delhi_Moti Bagh","Delhi NCR",26.0
43,"Delhi_Munirka","Delhi NCR",37.0
43,"Delhi_Nangloi","Delhi NCR",120.0
43,"Delhi_Naraina_DC","Delhi NCR",177.0
43,"Delhi_Palam","Delhi NCR",310.0
43,"Delhi_PunjabiBagh","Delhi NCR",128.0
43,"Delhi_Shahdara","Delhi NCR",109.0
43,"Delhi_Timarpur","Delhi NCR",352.0
43,"Delhi_mukherjeenagar","Delhi NCR",225.0
43,"Delhi_shahpurJat","Delhi NCR",414.0
43,"Dhanbad_Hirapur","Dhanbad",226.0
43,"Dharwad_Dc","Hubli",110.0
43,"Durg_Bhilai_DC","Durg-Bhilainagar",566.0
43,"East Delhi","Delhi NCR",289.0
43,"Erode","Erode",310.0
43,"FBD_Balabhgarh_DPC","Delhi NCR",9.0
43,"Faridabad","Delhi NCR",236.0
43,"Faridabad_Old","Delhi NCR",125.0
43,"GGN_DPC","Delhi NCR",84.0
43,"GZB_Mohan_Nagar_DPC","Delhi NCR",36.0
43,"Gandhinagar_DC","Ahmedabad",238.0
43,"Ghaziabad","Delhi NCR",1.0
43,"Ghaziabad_Nehru Nagar","Delhi NCR",122.0
43,"Ghaziabad_Patel Nagar","Delhi NCR",12.0
43,"Ghaziabad_Pratap Vihar","Delhi NCR",10.0
43,"Ghaziabad_Vasundhra","Delhi NCR",308.0
43,"Goa_Margao_Dc","Goa",322.0
43,"Goa_Ponda_Dc","Goa",69.0
43,"Gorakhpur","Gorakhpur",324.0
43,"Greater_Noida","Delhi NCR",128.0
43,"Gulbarga","Gulbarga",282.0
43,"Guntur_DC","Guntur",273.0
43,"Gurgaon","Delhi NCR",451.0
43,"Gurgaon_Dundahera","Delhi NCR",93.0
43,"Gurgaon_Kadipur","Delhi NCR",17.0
43,"Gurgaon_Manesar","Delhi NCR",9.0
43,"Gurgaon_NewColony Mor","Delhi NCR",36.0
43,"Gurgaon_Palam Vihar","Delhi NCR",33.0
43,"Gurgaon_Wazirabad","Delhi NCR",162.0
43,"Guwahati_Chandmari","Guwahati",462.0
43,"Guwahati_East","Guwahati",300.0
43,"Guwahati_Jalukbari","Guwahati",364.0
43,"Guwahati_North","Guwahati",456.0
43,"Guwahati_Sixmile","Guwahati",349.0
43,"Guwahati_South","Guwahati",461.0
43,"Guwahati_West","Guwahati",508.0
43,"Gwalior_DC","Gwalior",172.0
43,"Haridwar","Haridwar",276.0
43,"Hathras","Hathras",36.0
43,"Hisar","Hisar",99.0
43,"Hospet","Hospet",285.0
43,"Hosur_Dc","Hosur",164.0
43,"Howrah_Shibpur","Howrah",129.0
43,"Hubli_Dc","Hubli",145.0
43,"Hyd-Ecil","Hyderabad",188.0
43,"Hyd_Abids_Dc","Hyderabad",104.0
43,"Hyd_Attapur_Dc","Hyderabad",145.0
43,"Hyd_Balanagar","Hyderabad",50.0
43,"Hyd_Banjarahills_DC","Hyderabad",130.0
43,"Hyd_BkGuda_Dc","Hyderabad",156.0
43,"Hyd_Chandanagar_Dc","Hyderabad",157.0
43,"Hyd_East","Hyderabad",129.0
43,"Hyd_Gachibowli","Hyderabad",94.0
43,"Hyd_Jeedimetla_Dc","Hyderabad",98.0
43,"Hyd_Kavadiguda_Dc","Hyderabad",106.0
43,"Hyd_LB-Nagar_Dc","Hyderabad",214.0
43,"Hyd_Madhapur","Hyderabad",167.0
43,"Hyd_Miyapur_Dc","Hyderabad",96.0
43,"Hyd_North","Hyderabad",145.0
43,"Hyd_Sayeedabad_Dc","Hyderabad",241.0
43,"Hyd_South","Hyderabad",5.0
43,"Hyd_Tarnaka_Dc","Hyderabad",76.0
43,"Hyd_Tolichowki_Dc","Hyderabad",170.0
43,"Hyd_Trimulgherry_Dc","Hyderabad",110.0
43,"Hyd_Uppal_Dc","Hyderabad",120.0
43,"Indore Palasia","Indore",110.0
43,"Indore_Marimata","Indore",71.0
43,"Indore_New Palasia","Indore",217.0
43,"Indore_Rajendra nagar","Indore",114.0
43,"Jabalpur","Jabalpur",297.0
43,"Jaipur","Jaipur",313.0
43,"Jaipur_Malviya Nagar","Jaipur",307.0
43,"Jaipur_vaishali Nagar","Jaipur",106.0
43,"Jalandhar_DC","Jalandhar",391.0
43,"Jammu_SubhashNagar_DC","Jammu",180.0
43,"Jamnagar_Dc","Jamnagar",289.0
43,"Janakpuri","Delhi NCR",197.0
43,"Jodhpur","Jodhpur",247.0
43,"Kanchipuram_DC","Kanchipuram",6.0
43,"Kanpur","Kanpur",311.0
43,"Karnal","Karnal",91.0
43,"Karur","Karur",382.0
43,"Kolhapur_DC","Kolhapur",148.0
43,"Kota","Kota",169.0
43,"Lucknow","Lucknow",205.0
43,"Lucknow_Aliganj","Lucknow",137.0
43,"Lucknow_Gomti Nagar","Lucknow",124.0
43,"Lucknow_Indira Nagar","Lucknow",91.0
43,"Lucknow_Vishnu Lok","Lucknow",116.0
43,"Ludhiana_DC","Ludhiana",271.0
43,"Ludhiana_Dugri","Ludhiana",426.0
43,"MP_Dewas","Dewas",125.0
43,"Madurai","Madurai",199.0
43,"Malad_West_DC","Mumbai",147.0
43,"Mandya_Dc","Mysore",283.0
43,"Mangalore","Mangalore",478.0
43,"Meerut","Meerut",204.0
43,"Mehedipatnam","Hyderabad",96.0
43,"Mehsana_Dc","Mehsana",219.0
43,"Moradabad_DC","Bareilly",56.0
43,"Mount Road","Chennai",160.0
43,"Mumbai Antop Hill","Mumbai",134.0
43,"Mumbai Borivali","Mumbai",94.0
43,"Mumbai Central","Mumbai",102.0
43,"Mumbai Chandivali","Mumbai",63.0
43,"Mumbai East","Mumbai",279.0
43,"Mumbai Lower Parel","Mumbai",247.0
43,"Mumbai MIDC","Mumbai",193.0
43,"Mumbai Mahim","Mumbai",110.0
43,"Mumbai Mira Rd","Mumbai",155.0
43,"Mumbai North","Mumbai",252.0
43,"Mumbai Sakinaka","Mumbai",66.0
43,"Mumbai South","Mumbai",200.0
43,"Mumbai Tardeo","Mumbai",246.0
43,"Mumbai Vile Parle","Mumbai",113.0
43,"Mumbai_Ambernath_Dc","Mumbai",172.0
43,"Mumbai_Andheri_PC","Mumbai",2.0
43,"Mumbai_Bhandup West_Dc","Mumbai",119.0
43,"Mumbai_Borivali West _Dc","Mumbai",113.0
43,"Mumbai_Chembur_Dc","Mumbai",93.0
43,"Mumbai_Fort _Dc","Mumbai",260.0
43,"Mumbai_Jogeshwari_Dc","Mumbai",165.0
43,"Mumbai_Kalyan","Mumbai",194.0
43,"Mumbai_Kalyan West _Dc","Mumbai",320.0
43,"Mumbai_Kandivali_East","Mumbai",178.0
43,"Mumbai_Khandeshwar_Dc","Mumbai",519.0
43,"Mumbai_Khar West _Dc","Mumbai",138.0
43,"Mumbai_Thanewest_Dc","Mumbai",112.0
43,"Mysore","Mysore",207.0
43,"NSZ",,465.0
43,"Nagpur","Nagpur",370.0
43,"Nagpur_Bajajnagar_Dc","Nagpur",246.0
43,"Nalasopara","Mumbai",329.0
43,"Nanded_Dc","Nanded",475.0
43,"Nashik Road","Nashik",344.0
43,"Noida","Delhi NCR",227.0
43,"Noida_Sec 02_DPC","Delhi NCR",221.0
43,"Noida_Sec-83_DC","Delhi NCR",73.0
43,"Noida_Sec-8_DC","Delhi NCR",112.0
43,"North BLR","Bangalore",97.0
43,"North Delhi","Delhi NCR",475.0
43,"North Delhi_PC","Delhi NCR",1.0
43,"Palwal","Palwal",87.0
43,"Panaji Goa","Goa",207.0
43,"Panipat","Panipat",87.0
43,"Patiala","Patiala",290.0
43,"Patna_1","Patna",11.0
43,"Patna_Anisabad","Patna",7.0
43,"Patna_Central","Patna",8.0
43,"Patna_Gaighat","Patna",10.0
43,"Patna_West","Patna",6.0
43,"Perungudi","Chennai",124.0
43,"Pilani","Pilani",159.0
43,"Pondicherry","Pondicherry",146.0
43,"Pune Anand Nagar","Pune",75.0
43,"Pune Balaji Nagar","Pune",135.0
43,"Pune Chandan Nagar","Pune",104.0
43,"Pune Fatima Nagar","Pune",74.0
43,"Pune Hadapsar DC","Pune",117.0
43,"Pune PNQ","Pune",97.0
43,"Pune Pimpri","Pune",1.0
43,"Pune_ Tingrenagar Dc","Pune",95.0
43,"Pune_Aundh_DC","Pune",61.0
43,"Pune_Camp_Dc","Pune",131.0
43,"Pune_Chinchwad DC","Pune",79.0
43,"Pune_Hinjawadi_Dc","Pune",181.0
43,"Pune_Kalewadi DC","Pune",179.0
43,"Pune_Magarpatta","Pune",46.0
43,"Pune_Nigdi DC","Pune",52.0
43,"Pune_Pashan_DC","Pune",74.0
43,"Pune_Sangvi_Dc","Pune",110.0
43,"Pune_Shahunagar DC","Pune",81.0
43,"Pune_Shivajinagar","Pune",64.0
43,"Pune_Warje_Dc","Pune",42.0
43,"RS.Bellary","Bellary",84.0
43,"RS.Davanagere","Davangere",88.0
43,"Raipur_DC","Raipur",86.0
43,"Raipur_Sunder Nagar_DC","Raipur",528.0
43,"Rajamundry_DC","Rajamundry",153.0
43,"Rajkot","Rajkot",283.0
43,"Rampur","Rampur",153.0
43,"Ranchi_1","Ranchi",162.0
43,"Rewa_Dc","Rewa",440.0
43,"Rohtak","Rohtak",113.0
43,"Rourkela","Rourkela",216.0
43,"Rourkela_Koel Nagar","Rourkela",214.0
43,"Rudrapur","Rudrapur",315.0
43,"Salem","Salem",113.0
43,"Samalkha_DC","Delhi NCR",233.0
43,"Sangli_Dc","Sangli",112.0
43,"Satna","Satna",214.0
43,"Shillong","Shillong",316.0
43,"Silvassa_DC","Silvassa",158.0
43,"Solapur_DC","Solapur",176.0
43,"Sonipat","Sonipat",114.0
43,"South Goa","Goa",190.0
43,"Surat","Surat",376.0
43,"Surat_Nanpura_Dc","Surat",694.0
43,"Thanjavur_DC","Tiruchi",110.0
43,"Tiruchi","Tiruchi",258.0
43,"Tirupati","Tirupati",147.0
43,"Tirupur","Tirupur",472.0
43,"Tumkur_Dc","Tumkur",532.0
43,"Udaipur_DC","Udaipur",134.0
43,"Udupi","Mangalore",113.0
43,"Ujjain","Ujjain",297.0
43,"Uppinangady_Dc","Mangalore",270.0
43,"Vadodara","Vadodara",251.0
43,"Vadodara_Karelibaug_DC","Vadodara",284.0
43,"Valsad_DC","Vapi",105.0
43,"Vapi","Vapi",359.0
43,"Varanasi","Varanasi",287.0
43,"Vellore_DC","Vellore",152.0
43,"Vijayawada","Vijayawada",314.0
43,"Vishakhapatnam","Vishakhapatnam",291.0
43,"Vizag _NAD","Vishakhapatnam",105.0
43,"Vizag_Gajuwaka","Vishakhapatnam",215.0
43,"Warangal_DC","Warangal",74.0
43,"ccu_birati","Kolkata",158.0
43,"cuttack","Cuttack",328.0
43,"dhanbad","Dhanbad",224.0
43,"jammu_Central","Jammu",120.0
43,"jamshedpur","Jamshedpur",126.0
43,"shimla","Shimla",218.0
43,"srinagar_central","Srinagar",398.0
43,"srinagar_north","Srinagar",106.0
43,"srinagar_south","Srinagar",198.0
44,"AMD_Maninagar","Ahmedabad",105.0
44,"AMD_Memnagar","Ahmedabad",131.0
44,"AMD_Naroda","Ahmedabad",26.0
44,"AMD_Paldi","Ahmedabad",72.0
44,"AMD_Rakhial","Ahmedabad",73.0
44,"AMD_Satellite","Ahmedabad",129.0
44,"Agra","Agra",217.0
44,"Airport","Chennai",232.0
44,"Ajmer_DC","Ajmer",104.0
44,"Aligarh","Aligarh",174.0
44,"Allahabad","Allahabad",235.0
44,"Ambabadi_DC","Jaipur",98.0
44,"Ambala","Ambala",121.0
44,"Amd_Chandkheda_Dc","Ahmedabad",114.0
44,"Amdavad_Central","Ahmedabad",95.0
44,"Amdavad_East","Ahmedabad",87.0
44,"Amritsar_DC","Amritsar",361.0
44,"Anand_Dc","Anand",189.0
44,"Aurangabad","Aurangabad",77.0
44,"Ayanambakkam","Chennai",167.0
44,"BLR_Central","Bangalore",151.0
44,"BLR_JPNagar_Pc","Bangalore",1.0
44,"Bareilly","Bareilly",135.0
44,"Begumpet HYD","Hyderabad",154.0
44,"Belgaum_Dc","Belgaum",135.0
44,"Bellary_Dc","Bellary",129.0
44,"Bengaluru_Arakere_Dc","Bangalore",103.0
44,"Bengaluru_BTM_Dc","Bangalore",149.0
44,"Bengaluru_Baglur","Bangalore",1.0
44,"Bengaluru_Banaswadi_Dc","Bangalore",101.0
44,"Bengaluru_Bellandur","Bangalore",117.0
44,"Bengaluru_East","Bangalore",86.0
44,"Bengaluru_ElectronicCity_Dc","Bangalore",61.0
44,"Bengaluru_HSR_Dc","Bangalore",56.0
44,"Bengaluru_JPNagar_Dc","Bangalore",208.0
44,"Bengaluru_Koramangala_Dc","Bangalore",67.0
44,"Bengaluru_Marathalli_Dc","Bangalore",161.0
44,"Bengaluru_Mathikere_Dc","Bangalore",120.0
44,"Bengaluru_Millers_Dc","Bangalore",151.0
44,"Bengaluru_Nandinilayout_Dc","Bangalore",142.0
44,"Bengaluru_RTNagar_Dc","Bangalore",142.0
44,"Bengaluru_Rajajinagar_Dc","Bangalore",101.0
44,"Bengaluru_Richmond_Dc","Bangalore",49.0
44,"Bengaluru_Singasandra","Bangalore",253.0
44,"Bengaluru_South","Bangalore",325.0
44,"Bengaluru_Tippasandra_Dc","Bangalore",108.0
44,"Bengaluru_Vijayanagar_Dc","Bangalore",108.0
44,"Bengaluru_West","Bangalore",92.0
44,"Bengaluru_Whitefield_Dc","Bangalore",136.0
44,"Bengaluru_Wilson Garden_Dc","Bangalore",110.0
