_id.dl_date,_id.dl_oc,_id.dl_occ,dl_count
37,"Surat_Magob_Dc (Gujarat)","Surat",1377.0
37,"Surat_Pc (Gujarat)","Surat",983.0
37,"Thanjavur_DC (Tamil Nadu)","Tiruchi",2.0
37,"Tiruchi (Tamil Nadu)","Tiruchi",21.0
37,"Tirupati (Andhra Pradesh)","Tirupati",11.0
37,"Tirupur (Tamil Nadu)","Tirupur",408.0
37,"Udaipur_DC (Rajasthan)","Udaipur",192.0
37,"Vadodara (Gujarat)","Vadodara",170.0
37,"Valsad_DC (Gujarat)","Vapi",4.0
37,"Vapi (Gujarat)","Vapi",55.0
37,"Varanasi (Uttar Pradesh)","Varanasi",41.0
37,"Vellore_DC (Tamil Nadu)","Vellore",5.0
37,"Vijayawada (Andhra Pradesh)","Vijayawada",18.0
37,"Vishakhapatnam (Andhra Pradesh)","Vishakhapatnam",39.0
37,"Vizag_Gajuwaka (Andhra Pradesh)","Vishakhapatnam",2.0
37,"cuttack (Orissa)","Cuttack",35.0
37,"jammu_Central (Jammu & Kashmir)","Jammu",21.0
37,"jamshedpur (Jharkhand)","Jamshedpur",7.0
38,,,183.0
38,"AMD_PC (Gujarat)","Ahmedabad",930.0
38,"Agra (Uttar Pradesh)","Agra",244.0
38,"Airport (Tamil Nadu)","Chennai",2.0
38,"Ajmer_DC (Rajasthan)","Ajmer",37.0
38,"Aligarh (Uttar Pradesh)","Aligarh",25.0
38,"Allahabad (Uttar Pradesh)","Allahabad",11.0
38,"Ambala (Haryana)","Ambala",99.0
38,"Amd_Chandkheda_Dc (Gujarat)","Ahmedabad",1.0
38,"Amritsar_DC (Punjab)","Amritsar",261.0
38,"Anand_Dc (Gujarat)","Anand",9.0
38,"Aurangabad (Maharashtra)","Aurangabad",14.0
38,"Ayanambakkam (Tamil Nadu)","Chennai",6.0
38,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",58.0
38,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",5239.0
38,"BLR_Tippasandra_DPC (Karnataka)","Bangalore",27.0
38,"Bareilly (Uttar Pradesh)","Bareilly",35.0
38,"Begumpet HYD (Andhra Pradesh)","Hyderabad",37.0
38,"Belgaum_Dc (Karnataka)","Belgaum",92.0
38,"Bengaluru_Banaswadi_Dc (Karnataka)","Bangalore",10.0
38,"Bengaluru_Bellandur (Karnataka)","Bangalore",2.0
38,"Bengaluru_East (Karnataka)","Bangalore",7.0
38,"Bengaluru_Marathalli_Dc (Karnataka)","Bangalore",13.0
38,"Bengaluru_Mathikere_Dc (Karnataka)","Bangalore",6.0
38,"Bengaluru_Nandinilayout_Dc (Karnataka)","Bangalore",29.0
38,"Bengaluru_RTNagar_Dc (Karnataka)","Bangalore",5.0
38,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",13.0
38,"Bengaluru_Vijayanagar_Dc (Karnataka)","Bangalore",23.0
38,"Bengaluru_Whitefield_Dc (Karnataka)","Bangalore",4.0
38,"Bengaluru_Yelahanka_Dc (Karnataka)","Bangalore",13.0
38,"Bhatinda (Punjab)","Bhatinda",65.0
38,"Bhavnagar_Dc (Gujarat)","Bhavnagar",16.0
38,"Bhiwandi_Pc (Maharashtra)","Mumbai",5254.0
38,"Bhopal_Hub (Madhya Pradesh)","Bhopal",42.0
38,"Bhubaneshwar_1 (Orissa)","Bhubaneshwar",55.0
38,"Bhubaneswar_Patia (Orissa)","Bhubaneshwar",1.0
38,"Bikaner_DC (Rajasthan)","Bikaner",13.0
38,"Blr_Domlur (Karnataka)","Bangalore",407.0
38,"Blr_Ganabharathi (Karnataka)","Bangalore",23.0
38,"Bokaro (Jharkhand)","Bokaro",4.0
38,"CCU_DumDum_DPC (West Bengal)","Kolkata",90.0
38,"CCU_Gopalpur_PC (West Bengal)","Kolkata",678.0
38,"CCU_Lake Avenue_DPC (West Bengal)","Kolkata",1.0
38,"CCU_New Alipore_DPC (West Bengal)","Kolkata",216.0
38,"CJB (Tamil Nadu)","Coimbatore",44.0
38,"Central Goa (Goa)","Goa",12.0
38,"Chandigarh_Hub (Chandigarh)","Chandigarh",409.0
38,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",537.0
38,"Chennai_AshokNagar_DC (Tamil Nadu)","Chennai",12.0
38,"Chennai_Chrompet_DPC (Tamil Nadu)","Chennai",1.0
38,"Chennai_Egmore_DPC (Tamil Nadu)","Chennai",1.0
38,"Chennai_Madhavaram_DPC (Tamil Nadu)","Chennai",1.0
38,"Chennai_Mylapore (Tamil Nadu)","Chennai",23.0
38,"Chennai_Poonamallee (Tamil Nadu)","Chennai",1.0
38,"Chennai_Porur_DC (Tamil Nadu)","Chennai",2.0
38,"Chennai_Redhills (Tamil Nadu)","Chennai",2.0
38,"Chennai_Sholinganallur_Dc (Tamil Nadu)","Chennai",1.0
38,"Cjb_West_Dc (Tamil Nadu)","Coimbatore",26.0
38,"Dehradun (Uttarakhand)","Dehradun",49.0
38,"Del_B_RPC (Delhi)","Delhi NCR",1442.0
38,"Del_Okhla_PC (Delhi)","Delhi NCR",4543.0
38,"Delhi_Lajwanti (Delhi)","Delhi NCR",9.0
38,"Delhi_Palam (Delhi)","Delhi NCR",1.0
38,"Delhi_S_PC (Delhi)","Delhi NCR",1833.0
38,"Delhi_shahpurJat (Delhi)","Delhi NCR",1.0
38,"Dhanbad_Hirapur (Jharkhand)","Dhanbad",11.0
38,"Dharwad_Dc (Karnataka)","Hubli",8.0
38,"Erode (Tamil Nadu)","Erode",48.0
38,"GGN_Gateway (Haryana)","Delhi NCR",8672.0
38,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",367.0
38,"Goa_Ponda_Dc (Goa)","Goa",6.0
38,"Gulbarga (Karnataka)","Gulbarga",8.0
38,"Guntur_DC (Andhra Pradesh)","Guntur",1.0
38,"Guwahati_Chandmari (Assam)","Guwahati",1.0
38,"Guwahati_East (Assam)","Guwahati",6.0
38,"Guwahati_North (Assam)","Guwahati",1.0
38,"Guwahati_South (Assam)","Guwahati",5.0
38,"Gwalior_DC (Madhya Pradesh)","Gwalior",113.0
38,"HBR Layout PC (Karnataka)","Bangalore",62.0
38,"HQ (Haryana)","Delhi NCR",12.0
38,"HS18 Daruhera Implant (Delhi)","Delhi NCR",268.0
38,"Haridwar (Uttarakhand)","Haridwar",7.0
38,"Hisar (Haryana)","Hisar",141.0
38,"Hosur_Dc (Tamil Nadu)","Hosur",82.0
38,"Hubli_Dc (Karnataka)","Hubli",28.0
38,"Hyd-Ecil (Andhra Pradesh)","Hyderabad",14.0
38,"Hyd_Abids_Dc (Andhra Pradesh)","Hyderabad",39.0
38,"Hyd_Attapur_Dc (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Balanagar (Andhra Pradesh)","Hyderabad",10.0
38,"Hyd_Banjarahills_DC (Andhra Pradesh)","Hyderabad",18.0
38,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Chandanagar_Dc (Andhra Pradesh)","Hyderabad",2.0
38,"Hyd_East (Andhra Pradesh)","Hyderabad",46.0
38,"Hyd_Hub (Andhra Pradesh)","Hyderabad",1391.0
38,"Hyd_Jeedimetla_Dc (Andhra Pradesh)","Hyderabad",3.0
38,"Hyd_Kavadiguda_PC (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Madhapur (Andhra Pradesh)","Hyderabad",5.0
38,"Hyd_Mehdipatnam_PC (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Miyapur_Dc (Andhra Pradesh)","Hyderabad",2.0
38,"Hyd_North (Andhra Pradesh)","Hyderabad",18.0
38,"Hyd_Sayeedabad_Dc (Andhra Pradesh)","Hyderabad",6.0
38,"Hyd_Tarnaka_Dc (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Tolichowki_Dc (Andhra Pradesh)","Hyderabad",1.0
38,"Hyd_Trimulgherry_Dc (Andhra Pradesh)","Hyderabad",10.0
38,"Indore_Las (Madhya Pradesh)","Indore",290.0
38,"Indore_Lasudia_DPC (Madhya Pradesh)","Indore",230.0
38,"Jaipur_Hub (Rajasthan)","Jaipur",1636.0
38,"Jalandhar_DC (Punjab)","Jalandhar",162.0
38,"Jalandhar_Sodal Road (Punjab)","Jalandhar",11.0
38,"Jamnagar_Dc (Gujarat)","Jamnagar",1.0
38,"Jodhpur (Rajasthan)","Jodhpur",62.0
38,"Kanpur (Uttar Pradesh)","Kanpur",365.0
38,"Karnal (Haryana)","Karnal",52.0
38,"Karur (Tamil Nadu)","Karur",12.0
38,"Kirtinagar_PC (Delhi)","Delhi NCR",1434.0
38,"Kolhapur_DC (Maharashtra)","Kolhapur",48.0
38,"Kota (Rajasthan)","Kota",32.0
38,"LowerParel_CP (Maharashtra)","Mumbai",2.0
38,"Lucknow (Uttar Pradesh)","Lucknow",19.0
38,"Lucknow_Aliganj (Uttar Pradesh)","Lucknow",22.0
38,"Lucknow_Gomti Nagar (Uttar Pradesh)","Lucknow",19.0
38,"Lucknow_Indira Nagar (Uttar Pradesh)","Lucknow",22.0
38,"Lucknow_Vishnu Lok (Uttar Pradesh)","Lucknow",59.0
38,"Ludhiana_DC (Punjab)","Ludhiana",629.0
38,"Ludhiana_Dugri (Punjab)","Ludhiana",52.0
38,"Madurai (Tamil Nadu)","Madurai",38.0
38,"Mangalore (Karnataka)","Mangalore",3.0
38,"Meerut (Uttar Pradesh)","Meerut",250.0
38,"Mehedipatnam (Andhra Pradesh)","Hyderabad",4.0
38,"Moradabad_DC (Uttar Pradesh)","Bareilly",797.0
38,"Mumbai Borivali (Maharashtra)","Mumbai",1.0
38,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",4306.0
38,"Mumbai_Kalyan (Maharashtra)","Mumbai",2.0
38,"Mumbai_Khar West _Dc (Maharashtra)","Mumbai",2.0
38,"Mumbai_Malad_PC (Maharashtra)","Mumbai",1.0
38,"Mysore (Karnataka)","Mysore",14.0
38,"Nagpur_Bajajnagar_Dc (Maharashtra)","Nagpur",799.0
38,"Nanded_Dc (Maharashtra)","Nanded",6.0
38,"Nashik Road (Maharashtra)","Nashik",42.0
38,"North BLR (Karnataka)","Bangalore",5.0
38,"Panipat_PC (Haryana)","Panipat",237.0
38,"Patiala (Punjab)","Patiala",255.0
38,"Pondicherry (Pondicherry)","Pondicherry",63.0
38,"Pune Balaji Nagar (Maharashtra)","Pune",1.0
38,"Pune Fatima Nagar (Maharashtra)","Pune",4.0
38,"Pune Hub (Maharashtra)","Pune",218.0
38,"Pune_PC (Maharashtra)","Pune",2.0
38,"RS.Davanagere (Karnataka)","Davangere",14.0
38,"Raipur_DC (Chhattisgarh)","Raipur",198.0
38,"Raipur_Sunder Nagar_DC (Chhattisgarh)","Raipur",92.0
38,"Rajamundry_DC (Andhra Pradesh)","Rajamundry",31.0
38,"Rajkot (Gujarat)","Rajkot",486.0
38,"Rampur (Uttar Pradesh)","Rampur",8.0
38,"Ranchi_1 (Jharkhand)","Ranchi",45.0
38,"Rohtak (Haryana)","Rohtak",40.0
38,"Rudrapur (Uttarakhand)","Rudrapur",40.0
38,"Salem (Tamil Nadu)","Salem",10.0
38,"Shillong (Meghalaya)","Shillong",6.0
38,"Silvassa_DC (Gujarat)","Silvassa",14.0
38,"Solapur_DC (Maharashtra)","Solapur",1.0
38,"Sonipat (Haryana)","Sonipat",139.0
38,"StarCJ_BLR (Karnataka)","Bangalore",391.0
38,"Surat_Magob_Dc (Gujarat)","Surat",1199.0
38,"Surat_Pc (Gujarat)","Surat",803.0
38,"Thanjavur_DC (Tamil Nadu)","Tiruchi",1.0
38,"Tiruchi (Tamil Nadu)","Tiruchi",2.0
38,"Tirupati (Andhra Pradesh)","Tirupati",10.0
38,"Tirupur (Tamil Nadu)","Tirupur",373.0
38,"Udaipur_DC (Rajasthan)","Udaipur",126.0
38,"Ujjain (Madhya Pradesh)","Ujjain",2.0
38,"Vadodara (Gujarat)","Vadodara",176.0
38,"Vadodara_Karelibaug_DC (Gujarat)","Vadodara",3.0
38,"Valsad_DC (Gujarat)","Vapi",2.0
38,"Vapi (Gujarat)","Vapi",96.0
38,"Varanasi (Uttar Pradesh)","Varanasi",46.0
38,"Vellore_DC (Tamil Nadu)","Vellore",5.0
38,"Vijayawada (Andhra Pradesh)","Vijayawada",11.0
38,"Vishakhapatnam (Andhra Pradesh)","Vishakhapatnam",74.0
38,"Vizag_Gajuwaka (Andhra Pradesh)","Vishakhapatnam",1.0
38,"dhanbad (Jharkhand)","Dhanbad",2.0
38,"jammu_Central (Jammu & Kashmir)","Jammu",13.0
38,"jamshedpur (Jharkhand)","Jamshedpur",7.0
39,,,188.0
39,"AMD_PC (Gujarat)","Ahmedabad",503.0
39,"Ajmer_DC (Rajasthan)","Ajmer",7.0
39,"Aligarh (Uttar Pradesh)","Aligarh",26.0
39,"Allahabad (Uttar Pradesh)","Allahabad",10.0
39,"Ambala (Haryana)","Ambala",167.0
39,"Amritsar_DC (Punjab)","Amritsar",256.0
39,"Aurangabad (Maharashtra)","Aurangabad",14.0
39,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",1.0
39,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",2805.0
39,"BLR_JPNagar_Pc (Karnataka)","Bangalore",29.0
39,"Bareilly (Uttar Pradesh)","Bareilly",13.0
39,"Belgaum_Dc (Karnataka)","Belgaum",2.0
39,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",13.0
39,"Bengaluru_Whitefield_Dc (Karnataka)","Bangalore",2.0
39,"Bengaluru_Yelahanka_Dc (Karnataka)","Bangalore",8.0
39,"Bhiwandi_Pc (Maharashtra)","Mumbai",2677.0
39,"Blr_Domlur (Karnataka)","Bangalore",16.0
39,"CCU_Gopalpur_PC (West Bengal)","Kolkata",1065.0
39,"Chandigarh_Hub (Chandigarh)","Chandigarh",7.0
39,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",96.0
39,"Chennai_Mylapore (Tamil Nadu)","Chennai",3.0
39,"Chennai_Porur_DC (Tamil Nadu)","Chennai",5.0
39,"Del_B_RPC (Delhi)","Delhi NCR",1374.0
39,"Del_Okhla_PC (Delhi)","Delhi NCR",8429.0
39,"Delhi_S_PC (Delhi)","Delhi NCR",6834.0
39,"GGN_Gateway (Haryana)",,1.0
39,"GGN_Gateway (Haryana)","Delhi NCR",5269.0
39,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",68.0
39,"Gorakhpur (Uttar Pradesh)","Gorakhpur",3.0
39,"Gurgaon_Wazirabad (Haryana)","Delhi NCR",2.0
39,"HS18 Daruhera Implant (Delhi)","Delhi NCR",322.0
39,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",1.0
39,"Hyd_Hub (Andhra Pradesh)","Hyderabad",319.0
39,"Hyd_Sayeedabad_Dc (Andhra Pradesh)","Hyderabad",5.0
39,"Indore_Lasudia_DPC (Madhya Pradesh)","Indore",455.0
39,"Jaipur_Hub (Rajasthan)","Jaipur",518.0
39,"Jalandhar_DC (Punjab)","Jalandhar",119.0
39,"Jalandhar_Sodal Road (Punjab)","Jalandhar",90.0
39,"Jammu_SubhashNagar_DC (Jammu & Kashmir)","Jammu",45.0
39,"Kanpur (Uttar Pradesh)","Kanpur",141.0
39,"Kirtinagar_PC (Delhi)","Delhi NCR",228.0
39,"Lucknow (Uttar Pradesh)","Lucknow",13.0
39,"Lucknow_Aliganj (Uttar Pradesh)","Lucknow",1.0
39,"Lucknow_Indira Nagar (Uttar Pradesh)","Lucknow",3.0
39,"Ludhiana_DC (Punjab)","Ludhiana",109.0
39,"Madurai (Tamil Nadu)","Madurai",4.0
39,"Mangalore (Karnataka)","Mangalore",2.0
39,"Meerut (Uttar Pradesh)","Meerut",82.0
39,"Moradabad_DC (Uttar Pradesh)","Bareilly",72.0
39,"Mumbai Hub (Maharashtra)","Mumbai",11.0
39,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",869.0
39,"PNQ Marketyard DPC (Maharashtra)","Pune",1.0
39,"Patiala (Punjab)","Patiala",27.0
39,"Pune Hub (Maharashtra)","Pune",3.0
39,"Raipur_DC (Chhattisgarh)","Raipur",130.0
39,"Raipur_Sunder Nagar_DC (Chhattisgarh)","Raipur",94.0
39,"StarCJ_BLR (Karnataka)","Bangalore",520.0
39,"Surat_Magob_Dc (Gujarat)","Surat",24.0
39,"Surat_Pc (Gujarat)","Surat",648.0
39,"Tiruchi (Tamil Nadu)","Tiruchi",7.0
39,"Tirupati (Andhra Pradesh)","Tirupati",1.0
39,"Vapi (Gujarat)","Vapi",87.0
39,"Varanasi (Uttar Pradesh)","Varanasi",66.0
39,"Vishakhapatnam (Andhra Pradesh)","Vishakhapatnam",27.0
39,"cuttack (Orissa)","Cuttack",56.0
40,,,221.0
40,"AMD_PC (Gujarat)","Ahmedabad",1096.0
40,"Agra (Uttar Pradesh)","Agra",308.0
40,"Airport (Tamil Nadu)","Chennai",12.0
40,"Ajmer_DC (Rajasthan)","Ajmer",147.0
40,"Aligarh (Uttar Pradesh)","Aligarh",18.0
40,"Allahabad (Uttar Pradesh)","Allahabad",6.0
40,"Ambala (Haryana)","Ambala",70.0
40,"Amd_Chandkheda_Dc (Gujarat)","Ahmedabad",2.0
40,"Amritsar_DC (Punjab)","Amritsar",11.0
40,"Anand_Dc (Gujarat)","Anand",8.0
40,"Aurangabad (Maharashtra)","Aurangabad",30.0
40,"Ayanambakkam (Tamil Nadu)","Chennai",20.0
40,"BLR_Central (Karnataka)","Bangalore",1.0
40,"BLR_HSR_Layout_PC (Karnataka)","Bangalore",114.0
40,"BLR_HegdeNagar_PC (Karnataka)","Bangalore",3196.0
40,"BLR_Hub (Karnataka)","Bangalore",5.0
40,"BLR_JPNagar_Pc (Karnataka)","Bangalore",10.0
40,"BLR_Tippasandra_DPC (Karnataka)","Bangalore",1.0
40,"Bareilly (Uttar Pradesh)","Bareilly",43.0
40,"Begumpet HYD (Andhra Pradesh)","Hyderabad",46.0
40,"Belgaum_Dc (Karnataka)","Belgaum",6.0
40,"Bengaluru_Banaswadi_Dc (Karnataka)","Bangalore",17.0
40,"Bengaluru_Bellandur (Karnataka)","Bangalore",7.0
40,"Bengaluru_East (Karnataka)","Bangalore",1.0
40,"Bengaluru_Jayanagar (Karnataka)","Bangalore",2.0
40,"Bengaluru_Marathalli_Dc (Karnataka)","Bangalore",18.0
40,"Bengaluru_Mathikere_Dc (Karnataka)","Bangalore",27.0
40,"Bengaluru_Nandinilayout_Dc (Karnataka)","Bangalore",48.0
40,"Bengaluru_RTNagar_Dc (Karnataka)","Bangalore",19.0
40,"Bengaluru_Rajajinagar_Dc (Karnataka)","Bangalore",26.0
40,"Bengaluru_Vijayanagar_Dc (Karnataka)","Bangalore",13.0
40,"Bengaluru_West (Karnataka)","Bangalore",2.0
40,"Bengaluru_Whitefield_Dc (Karnataka)","Bangalore",7.0
40,"Bengaluru_Yelahanka_Dc (Karnataka)","Bangalore",39.0
40,"Bhatinda (Punjab)","Bhatinda",81.0
40,"Bhavnagar_Dc (Gujarat)","Bhavnagar",28.0
40,"Bhiwandi_Pc (Maharashtra)","Mumbai",7617.0
40,"Bhopal_Hub (Madhya Pradesh)","Bhopal",46.0
40,"Bhopal_Kartar Arcade (Madhya Pradesh)","Bhopal",11.0
40,"Bhubaneswar_Patia (Orissa)","Bhubaneshwar",9.0
40,"Bikaner_DC (Rajasthan)","Bikaner",5.0
40,"Blr_Domlur (Karnataka)","Bangalore",768.0
40,"Blr_Ganabharathi (Karnataka)","Bangalore",54.0
40,"CCU_DumDum_DPC (West Bengal)","Kolkata",200.0
40,"CCU_Gopalpur_PC (West Bengal)","Kolkata",1287.0
40,"CCU_Lake Avenue_DPC (West Bengal)","Kolkata",1.0
40,"CCU_New Alipore_DPC (West Bengal)","Kolkata",385.0
40,"CCU_SaltLake (West Bengal)","Kolkata",1.0
40,"CJB (Tamil Nadu)","Coimbatore",57.0
40,"Central Goa (Goa)","Goa",4.0
40,"Chandigarh_Hub (Chandigarh)","Chandigarh",479.0
40,"Chennai_Alandur _Pc (Tamil Nadu)","Chennai",814.0
40,"Chennai_AshokNagar_DC (Tamil Nadu)","Chennai",33.0
40,"Chennai_Madhavaram_DC (Tamil Nadu)","Chennai",23.0
40,"Chennai_Mylapore (Tamil Nadu)","Chennai",45.0
40,"Chennai_Perungudi_DPC (Tamil Nadu)","Chennai",1.0
40,"Chennai_Poonamallee (Tamil Nadu)","Chennai",7.0
40,"Chennai_Porur_DC (Tamil Nadu)","Chennai",1.0
40,"Chennai_Porur_DPC (Tamil Nadu)","Chennai",1.0
40,"Cjb_West_Dc (Tamil Nadu)","Coimbatore",49.0
40,"Dehradun (Uttarakhand)","Dehradun",102.0
40,"Del_B_RPC (Delhi)","Delhi NCR",729.0
40,"Del_Okhla_PC (Delhi)","Delhi NCR",8542.0
40,"Delhi Moti Nagar (Delhi)","Delhi NCR",1.0
40,"Delhi_Badarpur (Delhi)","Delhi NCR",1.0
40,"Delhi_Jhandewalan DPC (Delhi)","Delhi NCR",3.0
40,"Delhi_Palam (Delhi)","Delhi NCR",1.0
40,"Delhi_PunjabiBagh (Delhi)","Delhi NCR",1.0
40,"Delhi_S_PC (Delhi)",,2.0
40,"Delhi_S_PC (Delhi)","Delhi NCR",11043.0
40,"Dhanbad_Hirapur (Jharkhand)","Dhanbad",22.0
40,"Dharwad_Dc (Karnataka)","Hubli",11.0
40,"Durg_Bhilai_DC (Chhattisgarh)","Durg-Bhilainagar",3.0
40,"Erode (Tamil Nadu)","Erode",123.0
40,"GGN_DPC (Haryana)","Delhi NCR",1.0
40,"GGN_Gateway (Haryana)","Delhi NCR",7151.0
40,"GZB_Mohan_Nagar_DPC (Uttar Pradesh)","Delhi NCR",723.0
40,"Goa_Margao_Dc (Goa)","Goa",1.0
40,"Goa_Ponda_Dc (Goa)","Goa",1.0
40,"Guntur_DC (Andhra Pradesh)","Guntur",1.0
40,"Guwahati_North (Assam)","Guwahati",3.0
40,"Guwahati_West (Assam)","Guwahati",1.0
40,"Gwalior_DC (Madhya Pradesh)","Gwalior",252.0
40,"HBR Layout PC (Karnataka)","Bangalore",31.0
40,"HS18 Daruhera Implant (Delhi)","Delhi NCR",462.0
40,"Haridwar (Uttarakhand)","Haridwar",9.0
40,"Hathras (Uttar Pradesh)","Hathras",16.0
40,"Hisar (Haryana)","Hisar",3576.0
40,"Hosur_Dc (Tamil Nadu)","Hosur",74.0
40,"Hubli_Dc (Karnataka)","Hubli",65.0
40,"Hyd-Ecil (Andhra Pradesh)","Hyderabad",2.0
40,"Hyd_Abids_Dc (Andhra Pradesh)","Hyderabad",37.0
40,"Hyd_Attapur_Dc (Andhra Pradesh)","Hyderabad",8.0
40,"Hyd_Banjarahills_DC (Andhra Pradesh)","Hyderabad",30.0
40,"Hyd_BkGuda_Dc (Andhra Pradesh)","Hyderabad",9.0
40,"Hyd_East (Andhra Pradesh)","Hyderabad",107.0
40,"Hyd_Hub (Andhra Pradesh)","Hyderabad",1696.0
40,"Hyd_Kavadiguda_Dc (Andhra Pradesh)","Hyderabad",1.0
40,"Hyd_Kukatpally_PC (Andhra Pradesh)","Hyderabad",59.0
40,"Hyd_LB-Nagar_Dc (Andhra Pradesh)","Hyderabad",3.0
40,"Hyd_Madhapur (Andhra Pradesh)","Hyderabad",4.0
40,"Hyd_North (Andhra Pradesh)","Hyderabad",32.0
40,"Hyd_Sayeedabad_Dc (Andhra Pradesh)","Hyderabad",11.0
40,"Hyd_Tolichowki_Dc (Andhra Pradesh)","Hyderabad",22.0
40,"Hyd_Trimulgherry_Dc (Andhra Pradesh)","Hyderabad",11.0
40,"Hyd_Uppal_Dc (Andhra Pradesh)","Hyderabad",1.0
40,"Indore_Las (Madhya Pradesh)","Indore",320.0
40,"Jabalpur (Madhya Pradesh)","Jabalpur",29.0
40,"Jaipur (Rajasthan)","Jaipur",2.0
40,"Jaipur_Hub (Rajasthan)","Jaipur",1348.0
40,"Jalandhar_DC (Punjab)","Jalandhar",2.0
40,"Jalandhar_Sodal Road (Punjab)","Jalandhar",360.0
40,"Jammu_SubhashNagar_DC (Jammu & Kashmir)","Jammu",168.0
40,"Jamnagar_Dc (Gujarat)","Jamnagar",13.0
40,"Jodhpur (Rajasthan)","Jodhpur",109.0
40,"Kanpur (Uttar Pradesh)","Kanpur",338.0
40,"Karnal (Haryana)","Karnal",63.0
40,"Karur (Tamil Nadu)","Karur",9.0
40,"Kirtinagar_PC (Delhi)","Delhi NCR",13601.0
40,"Kolhapur_DC (Maharashtra)","Kolhapur",66.0
40,"Kota (Rajasthan)","Kota",51.0
40,"Lucknow (Uttar Pradesh)","Lucknow",52.0
40,"Lucknow_Aliganj (Uttar Pradesh)","Lucknow",35.0
40,"Lucknow_Gomti Nagar (Uttar Pradesh)","Lucknow",13.0
40,"Lucknow_Indira Nagar (Uttar Pradesh)","Lucknow",3.0
40,"Lucknow_Vishnu Lok (Uttar Pradesh)","Lucknow",134.0
40,"Ludhiana_DC (Punjab)","Ludhiana",135.0
40,"Ludhiana_Dugri (Punjab)","Ludhiana",6.0
40,"Madurai (Tamil Nadu)","Madurai",16.0
40,"Mangalore (Karnataka)","Mangalore",6.0
40,"Meerut (Uttar Pradesh)","Meerut",232.0
40,"Mehedipatnam (Andhra Pradesh)","Hyderabad",38.0
40,"Moradabad_DC (Uttar Pradesh)","Bareilly",367.0
40,"Mumbai Chandivali (Maharashtra)","Mumbai",1.0
40,"Mumbai Hub (Maharashtra)","Mumbai",16.0
40,"Mumbai_Andheri_PC (Maharashtra)","Mumbai",4833.0
40,"Mumbai_Kalyan (Maharashtra)","Mumbai",1.0
40,"Mumbai_Khar West _Dc (Maharashtra)","Mumbai",3.0
40,"Mysore (Karnataka)","Mysore",54.0
40,"Nagpur_Bajajnagar_Dc (Maharashtra)","Nagpur",2.0
40,"Nalasopara (Maharashtra)","Mumbai",3.0
40,"Nanded_Dc (Maharashtra)","Nanded",2.0
40,"Nashik Road (Maharashtra)","Nashik",56.0
40,"Noida_Sec-83_DC (Uttar Pradesh)","Delhi NCR",1.0
40,"North BLR (Karnataka)","Bangalore",6.0
40,"PNQ Marketyard DPC (Maharashtra)","Pune",1.0
40,"Panaji Goa (Goa)","Goa",1.0
40,"Panipat_PC (Haryana)","Panipat",347.0
40,"Patiala (Punjab)","Patiala",182.0
40,"Pilani (Rajasthan)","Pilani",1.0
40,"Pondicherry (Pondicherry)","Pondicherry",107.0
40,"Pune Hub (Maharashtra)","Pune",391.0
40,"RS.Davanagere (Karnataka)","Davangere",12.0
40,"Raipur_DC (Chhattisgarh)","Raipur",54.0
40,"Raipur_Sunder Nagar_DC (Chhattisgarh)","Raipur",16.0
40,"Rajkot (Gujarat)","Rajkot",325.0
40,"Ranchi_1 (Jharkhand)","Ranchi",49.0
40,"Rohtak (Haryana)","Rohtak",80.0
40,"Rudrapur (Uttarakhand)","Rudrapur",93.0
40,"Salem (Tamil Nadu)","Salem",21.0
40,"Samalkha_DC (Delhi)","Delhi NCR",1.0
40,"Sangli_Dc (Maharashtra)","Sangli",21.0
40,"Silvassa_DC (Gujarat)","Silvassa",5.0
40,"Solapur_DC (Maharashtra)","Solapur",40.0
40,"Sonipat (Haryana)","Sonipat",117.0
40,"Surat_Magob_Dc (Gujarat)","Surat",1649.0
40,"Surat_Pc (Gujarat)","Surat",670.0
40,"Thanjavur_DC (Tamil Nadu)","Tiruchi",1.0
40,"Tiruchi (Tamil Nadu)","Tiruchi",21.0
40,"Tirupati (Andhra Pradesh)","Tirupati",14.0
40,"Tirupur (Tamil Nadu)","Tirupur",591.0
40,"Udaipur_DC (Rajasthan)","Udaipur",68.0
40,"Udupi (Karnataka)","Mangalore",4.0
