_id.dl_date,dl_count
32,2377.0
33,2502.0
34,2578.0
35,2546.0
36,2512.0
37,2536.0
38,2535.0
39,2347.0
40,2549.0
41,2619.0
42,2561.0
43,2517.0
44,2516.0
45,2455.0
46,2351.0
47,2500.0
48,2562.0
49,2799.0
50,2543.0
51,2478.0
52,2531.0
53,2261.0
54,2581.0
55,2574.0
56,2580.0
57,2506.0
58,2482.0
59,2504.0
60,2268.0
61,2479.0
62,2506.0
63,2578.0
64,2579.0
65,2022.0
66,2431.0
67,2289.0
68,2506.0
69,2553.0
70,2523.0
71,2513.0
72,1818.0
